88156.11,863.423,00000000
88156.12,907.056,00000000
88156.13,872.989,00000000
88156.14,877.804,00000000
88156.15,841.996,00000000
88156.16,905.128,00000000
88156.17,832.295,00000000
88156.18,869.35,00000000
88156.19,930.718,00000000
88156.2,879.133,00000000
88156.21,850.197,00000000
88156.22,886.642,00000000
88156.23,897.299,00000000
88156.24,890.721,00000000
88156.25,860.79,00000000
88156.26,902.454,00000000
88156.27,861.806,00000000
88156.28,881.42,00000000
88156.29,923.343,00000000
88156.3,877.206,00000000
88156.31,880.734,00000000
88156.32,814.26,00000000
88156.33,877.802,00000000
88156.34,902.313,00000000
88156.35,892.863,00000000
88156.36,830.225,00000000
88156.37,885.099,00000000
88156.38,852.061,00000000
88156.39,880.807,00000000
88156.4,934.396,00000000
88156.41,854.271,00000000
88156.42,881.669,00000000
88156.43,833.822,00000000
88156.44,892.709,00000000
88156.45,897.659,00000000
88156.46,889.736,00000000
88156.47,908.982,00000000
88156.48,845.776,00000000
88156.49,852.093,00000000
88156.5,837.807,00000000
88156.51,915.373,00000000
88156.52,936.934,00000000
88156.53,853.814,00000000
88156.54,903.51,00000000
88156.55,868.568,00000000
88156.56,840.263,00000000
88156.57,910.154,00000000
88156.58,874.875,00000000
88156.59,883.303,00000000
88156.6,877.305,00000000
88156.61,861.416,00000000
88156.62,923.859,00000000
88156.63,908.662,00000000
88156.64,884.81,00000000
88156.65,878.162,00000000
88156.66,891.264,00000000
88156.67,913.867,00000000
88156.68,891.039,00000000
88156.69,911.249,00000000
88156.7,924.205,00000000
88156.71,924.201,00000000
88156.72,869.545,00000000
88156.73,901.262,00000000
88156.74,860.993,00000000
88156.75,872.087,00000000
88156.76,933.097,00000000
88156.77,899.284,00000000
88156.78,873.657,00000000
88156.79,846.59,00000000
88156.8,860.201,00000000
88156.81,894.436,00000000
88156.82,867.979,00000000
88156.83,868.464,00000000
88156.84,896.406,00000000
88156.85,871.142,00000000
88156.86,898.302,00000000
88156.87,885.706,00000000
88156.88,895.683,00000000
88156.89,869.719,00000000
88156.9,842.761,00000000
88156.91,852.496,00000000
88156.92,851.559,00000000
88156.93,891.256,00000000
88156.94,876.035,00000000
88156.95,902.197,00000000
88156.96,874.596,00000000
88156.97,912.743,00000000
88156.98,910.775,00000000
88156.99,863.894,00000000
88157.0,922.033,00000000
88157.01,901.539,00000000
88157.02,867.216,00000000
88157.03,841.674,00000000
88157.04,883.211,00000000
88157.05,883.674,00000000
88157.06,873.445,00000000
88157.07,873.466,00000000
88157.08,864.385,00000000
88157.09,863.811,00000000
88157.1,907.302,00000000
88157.11,861.363,00000000
88157.12,856.611,00000000
88157.13,874.022,00000000
88157.14,881.493,00000000
88157.15,897.543,00000000
88157.16,854.47,00000000
88157.17,889.452,00000000
88157.18,875.703,00000000
88157.19,881.986,00000000
88157.2,841.726,00000000
88157.21,906.132,00000000
88157.22,899.081,00000000
88157.23,895.07,00000000
88157.24,893.926,00000000
88157.25,872.947,00000000
88157.26,955.613,00000000
88157.27,919.668,00000000
88157.28,894.945,00000000
88157.29,931.01,00000000
88157.3,861.145,00000000
88157.31,855.905,00000000
88157.32,876.88,00000000
88157.33,870.007,00000000
88157.34,905.161,00000000
88157.35,875.102,00000000
88157.36,868.003,00000000
88157.37,902.213,00000000
88157.38,895.867,00000000
88157.39,910.812,00000000
88157.4,876.761,00000000
88157.41,842.371,00000000
88157.42,849.958,00000000
88157.43,865.221,00000000
88157.44,889.243,00000000
88157.45,865.485,00000000
88157.46,857.074,00000000
88157.47,896.495,00000000
88157.48,926.105,00000000
88157.49,873.026,00000000
88157.5,918.328,00000000
88157.51,883.621,00000000
88157.52,876.238,00000000
88157.53,863.159,00000000
88157.54,881.789,00000000
88157.55,872.705,00000000
88157.56,862.836,00000000
88157.57,860.334,00000000
88157.58,879.682,00000000
88157.59,875.277,00000000
88157.6,829.066,00000000
88157.61,826.566,00000000
88157.62,899.308,00000000
88157.63,914.873,00000000
88157.64,857.159,00000000
88157.65,879.981,00000000
88157.66,828.504,00000000
88157.67,919.851,00000000
88157.68,859.881,00000000
88157.69,847.531,00000000
88157.7,880.193,00000000
88157.71,856.488,00000000
88157.72,844.226,00000000
88157.73,882.018,00000000
88157.74,894.303,00000000
88157.75,852.509,00000000
88157.76,861.912,00000000
88157.77,898.518,00000000
88157.78,869.76,00000000
88157.79,907.539,00000000
88157.8,885.291,00000000
88157.81,889.759,00000000
88157.82,884.706,00000000
88157.83,844.88,00000000
88157.84,871.274,00000000
88157.85,904.279,00000000
88157.86,867.999,00000000
88157.87,892.313,00000000
88157.88,882.712,00000000
88157.89,896.548,00000000
88157.9,868.133,00000000
88157.91,855.521,00000000
88157.92,888.187,00000000
88157.93,853.957,00000000
88157.94,926.485,00000000
88157.95,825.108,00000000
88157.96,894.731,00000000
88157.97,859.09,00000000
88157.98,833.698,00000000
88157.99,856.719,00000000
88158.0,889.889,00000000
88158.01,858.128,00000000
88158.02,862.281,00000000
88158.03,877.58,00000000
88158.04,877.345,00000000
88158.05,869.979,00000000
88158.06,911.201,00000000
88158.07,905.479,00000000
88158.08,904.67,00000000
88158.09,856.645,00000000
88158.1,873.914,00000000
88158.11,879.142,00000000
88158.12,908.886,00000000
88158.13,854.715,00000000
88158.14,884.076,00000000
88158.15,853.969,00000000
88158.16,868.581,00000000
88158.17,926.521,00000000
88158.18,885.57,00000000
88158.19,899.577,00000000
88158.2,932.021,00000000
88158.21,898.375,00000000
88158.22,882.888,00000000
88158.23,890.99,00000000
88158.24,906.927,00000000
88158.25,901.613,00000000
88158.26,870.05,00000000
88158.27,918.436,00000000
88158.28,902.121,00000000
88158.29,897.518,00000000
88158.3,785.09,00000000
88158.31,883.185,00000000
88158.32,878.789,00000000
